Program,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_MINIMAL,_IM_EQUIVALENT
findLast,u-Cccr,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-Cccr,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-Cccr,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,Return,0,0
findLast,u-CCDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-CCDL,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-Ccsr,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-Ccsr,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-Ccsr,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-Ccsr,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-Ccsr,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-Ccsr,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-CRCR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-CRCR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-CRCR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-CRCR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-CRCR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-CRCR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-CRCR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-CRCR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-CRCR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-CRCR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-CRCR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-CRCR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-CRCR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-CRCR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-CRCR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-OAAN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OAAN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OAAN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OAAN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OABN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OABN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OABN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,1
findLast,u-OALN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OALN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OARN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OASN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OASN,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OCNG,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-OCNG,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-OEAA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEAA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEAA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEAA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEAA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEBA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OEBA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OEBA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OESA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-OESA,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-Oido,0,0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,0.0,For,0,0
findLast,u-OODL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OODL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-OODL,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-OODL,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-OODL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-OODL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-OODL,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,Return,0,0
findLast,u-ORAN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORAN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORAN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORAN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORAN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORAN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORAN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORAN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-ORAN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORAN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORBN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORBN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORBN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORBN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORBN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-ORBN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORLN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORLN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORLN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORLN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-ORRN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORRN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORRN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORRN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORRN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORRN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORRN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORRN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORRN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORRN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORSN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORSN,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-ORSN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-ORSN,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-SMTC,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Declaration,1,0
findLast,u-SMTT,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Declaration,0,0
findLast,u-SRSR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-SRSR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,1
findLast,u-SRSR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-SRSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SRSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SRSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SRSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SRSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-SRSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-SRSR,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,Return,0,1
findLast,u-SRSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-SSDL,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-SSDL,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-SSDL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SSDL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-SSDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-SSDL,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,Return,0,0
findLast,u-SSDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-STRI,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-STRI,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-STRP,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-STRP,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-STRP,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-STRP,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,Block,0,0
findLast,u-STRP,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-STRP,0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.027777777777777776,Return,0,0
findLast,u-STRP,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,Block,0,0
findLast,u-VDTR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VDTR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,1
findLast,u-VDTR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,1
findLast,u-VDTR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VDTR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VDTR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,1
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-VDTR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,1,0
findLast,u-VDTR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VDTR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,1
findLast,u-VDTR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VLSR,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VLSR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VLSR,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,1,0
findLast,u-VLSR,0,0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,0.0,For,0,0
findLast,u-VLSR,0,0,1.0,1.0,1.0,0.5,0.5,0.5555555555555556,0.0,For,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VLSR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VLSR,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VTWD,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,0,0
findLast,u-VTWD,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-VTWD,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VTWD,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,1
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VTWD,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VTWD,0,1,0.75,0.75,0.75,0.5,0.125,0.2222222222222222,0.25,Return,0,0
findLast,u-VVDL,0,0,0.0,0.0,0.0,0.5,1.0,1.0,0.75,For,1,0
findLast,u-VVDL,1,0,0.25,0.25,0.25,0.0,0.875,0.7777777777777778,0.4722222222222222,For,0,0
findLast,u-VVDL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
findLast,u-VVDL,1,0,0.5,0.5,0.5,1.0,0.75,0.8148148148148149,1.0,If,0,0
