_IM_PROGRAM,_IM_OPERATOR,_IM_SOURCE_PRIMITIVE_ARC,_IM_TARGET_PRIMITIVE_ARC,_IM_DISTANCE_BEGIN_MIN,_IM_DISTANCE_BEGIN_MAX,_IM_DISTANCE_BEGIN_AVG,_IM_DISTANCE_END_MIN,_IM_DISTANCE_END_MAX,_IM_DISTANCE_END_AVG,_IM_COMPLEXITY,_IM_TYPE_STATEMENT,_IM_EQUIVALENT,_IM_MINIMAL
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-Cccr,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Cccr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-Cccr,0,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,Return,0,0
twoPred,u-CCDL,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,1
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-Ccsr,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,1
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-CRCR,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OAAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OAAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OAAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OAAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OABN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OABN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OABN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OALN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OALN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OARN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OASN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OASN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OCNG,0,0,0.0,0.0,0.0,1.0,1.0,1.0,0.4957983193277311,If,0,0
twoPred,u-OCNG,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,0,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OEAA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,1,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OEBA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OESA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OESA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.10084033613445378,Assignment,0,0
twoPred,u-OESA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OESA,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.1092436974789916,Assignment,1,0
twoPred,u-OLAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OLAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OLAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,1,0
twoPred,u-OLAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
twoPred,u-OLAN,1,0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,If,0,0
