,ProgramName,Column,Classifier,Accuracy,Precision,Recall,F1
0,lastZero,EQUIVALENT,SVM,80.34682080924856,12.121212121212121,44.44444444444444,19.047619047619047
0,lastZero,EQUIVALENT,KNN,63.005780346820806,10.144927536231885,77.77777777777779,17.94871794871795
0,lastZero,EQUIVALENT,RF,66.47398843930635,8.47457627118644,55.55555555555556,14.705882352941178
0,lastZero,EQUIVALENT,DT,58.95953757225434,6.944444444444445,55.55555555555556,12.34567901234568
0,lastZero,EQUIVALENT,LDA,76.878612716763,3.0303030303030303,11.11111111111111,4.761904761904762
0,lastZero,EQUIVALENT,GNB,41.040462427745666,1.0526315789473684,11.11111111111111,1.923076923076923
0,lastZero,EQUIVALENT,LR,69.94219653179191,0.0,0.0,
0,countPositive,EQUIVALENT,KNN,60.9271523178808,12.121212121212121,88.88888888888889,21.333333333333336
0,countPositive,EQUIVALENT,RF,70.19867549668875,7.142857142857142,33.33333333333333,11.76470588235294
0,countPositive,EQUIVALENT,SVM,65.56291390728477,6.122448979591836,33.33333333333333,10.344827586206897
0,countPositive,EQUIVALENT,DT,58.94039735099338,5.084745762711865,33.33333333333333,8.823529411764705
0,countPositive,EQUIVALENT,LR,66.88741721854305,2.3255813953488373,11.11111111111111,3.8461538461538463
0,countPositive,EQUIVALENT,GNB,40.397350993377486,1.2048192771084338,11.11111111111111,2.1739130434782608
0,countPositive,EQUIVALENT,LDA,64.90066225165563,0.0,0.0,
0,Calculation,EQUIVALENT,SVM,71.32034632034632,14.624505928853754,43.02325581395349,21.828908554572273
0,Calculation,EQUIVALENT,LR,68.3982683982684,13.732394366197184,45.348837209302324,21.08108108108108
0,Calculation,EQUIVALENT,KNN,65.9090909090909,13.418530351437699,48.837209302325576,21.052631578947366
0,Calculation,EQUIVALENT,DT,74.02597402597402,13.333333333333334,32.55813953488372,18.91891891891892
0,Calculation,EQUIVALENT,LDA,62.66233766233766,11.343283582089553,44.18604651162791,18.05225653206651
0,Calculation,EQUIVALENT,RF,73.37662337662337,11.904761904761903,29.069767441860467,16.89189189189189
0,Calculation,EQUIVALENT,GNB,33.33333333333333,8.850931677018634,66.27906976744185,15.616438356164384
0,RecursiveSelectionSort,EQUIVALENT,LDA,60.36036036036037,10.300429184549357,68.57142857142857,17.91044776119403
0,RecursiveSelectionSort,EQUIVALENT,RF,69.1891891891892,10.465116279069768,51.42857142857142,17.39130434782609
0,RecursiveSelectionSort,EQUIVALENT,DT,43.96396396396396,8.433734939759036,80.0,15.258855585831062
0,RecursiveSelectionSort,EQUIVALENT,KNN,65.76576576576578,8.994708994708994,48.57142857142857,15.178571428571427
0,RecursiveSelectionSort,EQUIVALENT,GNB,24.324324324324326,7.126948775055679,91.42857142857143,13.223140495867769
0,RecursiveSelectionSort,EQUIVALENT,LR,58.55855855855856,7.423580786026202,48.57142857142857,12.87878787878788
0,RecursiveSelectionSort,EQUIVALENT,SVM,62.16216216216216,7.317073170731707,42.857142857142854,12.5
0,InversePermutation,EQUIVALENT,SVM,64.40972222222221,15.96244131455399,56.666666666666664,24.90842490842491
0,InversePermutation,EQUIVALENT,LR,68.57638888888889,15.428571428571427,45.0,22.978723404255316
0,InversePermutation,EQUIVALENT,KNN,61.111111111111114,14.035087719298245,53.333333333333336,22.222222222222225
0,InversePermutation,EQUIVALENT,LDA,65.625,13.684210526315791,43.333333333333336,20.8
0,InversePermutation,EQUIVALENT,DT,61.80555555555556,11.538461538461538,40.0,17.91044776119403
0,InversePermutation,EQUIVALENT,GNB,37.32638888888889,10.079575596816976,63.33333333333333,17.391304347826086
0,InversePermutation,EQUIVALENT,RF,71.52777777777779,11.76470588235294,26.666666666666668,16.3265306122449
0,LRS,EQUIVALENT,RF,78.03468208092485,36.507936507936506,49.64028776978417,42.073170731707314
0,LRS,EQUIVALENT,KNN,69.94219653179191,29.06574394463668,60.431654676258994,39.252336448598136
0,LRS,EQUIVALENT,SVM,68.55491329479769,25.992779783393498,51.798561151079134,34.615384615384606
0,LRS,EQUIVALENT,LR,67.74566473988439,24.45255474452555,48.201438848920866,32.445520581113804
0,LRS,EQUIVALENT,DT,64.62427745664739,22.073578595317723,47.482014388489205,30.136986301369863
0,LRS,EQUIVALENT,LDA,63.005780346820806,21.630094043887148,49.64028776978417,30.131004366812224
0,LRS,EQUIVALENT,GNB,41.50289017341041,15.311909262759924,58.27338129496403,24.251497005988025
0,CheckPalindrome,EQUIVALENT,LDA,77.71084337349397,29.268292682926827,60.0,39.34426229508197
0,CheckPalindrome,EQUIVALENT,KNN,62.65060240963856,19.11764705882353,65.0,29.545454545454547
0,CheckPalindrome,EQUIVALENT,SVM,73.49397590361446,16.666666666666664,30.0,21.428571428571427
0,CheckPalindrome,EQUIVALENT,DT,80.72289156626506,20.0,20.0,20.000000000000004
0,CheckPalindrome,EQUIVALENT,LR,74.69879518072288,15.625,25.0,19.230769230769234
0,CheckPalindrome,EQUIVALENT,RF,83.73493975903614,18.181818181818183,10.0,12.903225806451612
0,CheckPalindrome,EQUIVALENT,GNB,31.32530120481928,7.2727272727272725,40.0,12.307692307692307
0,testPad,EQUIVALENT,GNB,53.25914149443561,11.650485436893204,63.1578947368421,19.672131147540988
0,testPad,EQUIVALENT,DT,67.24960254372019,8.83977900552486,28.07017543859649,13.445378151260504
0,testPad,EQUIVALENT,LR,74.0858505564388,8.59375,19.298245614035086,11.891891891891893
0,testPad,EQUIVALENT,SVM,76.31160572337043,8.928571428571429,17.543859649122805,11.834319526627219
0,testPad,EQUIVALENT,LDA,57.869634340222575,5.932203389830509,24.561403508771928,9.556313993174061
0,testPad,EQUIVALENT,RF,83.46581875993641,8.771929824561402,8.771929824561402,8.771929824561402
0,testPad,EQUIVALENT,KNN,83.14785373608903,7.017543859649122,7.017543859649122,7.017543859649122
0,quicksort,EQUIVALENT,LR,80.01949317738791,13.609467455621301,28.04878048780488,18.326693227091635
0,quicksort,EQUIVALENT,KNN,66.66666666666666,10.843373493975903,43.90243902439025,17.39130434782609
0,quicksort,EQUIVALENT,DT,65.49707602339181,10.465116279069768,43.90243902439025,16.901408450704224
0,quicksort,EQUIVALENT,RF,81.38401559454192,10.218978102189782,17.073170731707318,12.785388127853881
0,quicksort,EQUIVALENT,SVM,81.87134502923976,10.0,15.853658536585366,12.264150943396226
0,quicksort,EQUIVALENT,GNB,51.75438596491229,2.9612756264236904,15.853658536585366,4.990403071017275
0,quicksort,EQUIVALENT,LDA,81.48148148148148,3.4482758620689653,4.878048780487805,4.040404040404041
0,UnixCal,EQUIVALENT,LDA,72.04943357363543,15.215901302261821,64.91228070175438,24.652970571904493
0,UnixCal,EQUIVALENT,SVM,75.98352214212153,14.482758620689657,49.122807017543856,22.37017310252996
0,UnixCal,EQUIVALENT,KNN,67.02368692070031,12.192192192192191,59.356725146198826,20.229197807673145
0,UnixCal,EQUIVALENT,RF,69.8249227600412,11.567419575633128,49.41520467836257,18.746533555185803
0,UnixCal,EQUIVALENT,LR,67.74459320288364,11.118170266836087,51.16959064327485,18.267223382045927
0,UnixCal,EQUIVALENT,DT,64.90216271884654,10.268378063010502,51.461988304093566,17.120622568093385
0,UnixCal,EQUIVALENT,GNB,28.01235839340886,8.238410596026489,90.93567251461988,15.108088413893611
0,checkIt,EQUIVALENT,GNB,70.1923076923077,8.823529411764707,100.0,16.21621621621622
0,checkIt,EQUIVALENT,LDA,78.84615384615384,4.761904761904762,33.33333333333333,8.333333333333332
0,checkIt,EQUIVALENT,LR,78.84615384615384,4.761904761904762,33.33333333333333,8.333333333333332
0,checkIt,EQUIVALENT,RF,75.96153846153845,4.166666666666666,33.33333333333333,7.4074074074074066
0,checkIt,EQUIVALENT,DT,51.92307692307693,2.0408163265306123,33.33333333333333,3.846153846153846
0,checkIt,EQUIVALENT,KNN,69.23076923076923,0.0,0.0,
0,checkIt,EQUIVALENT,SVM,87.5,0.0,0.0,
0,printPrimes,EQUIVALENT,RF,83.63636363636363,24.719101123595504,30.555555555555557,27.32919254658385
0,printPrimes,EQUIVALENT,KNN,72.02797202797203,16.315789473684212,43.05555555555556,23.66412213740458
0,printPrimes,EQUIVALENT,LDA,75.38461538461539,9.375,16.666666666666664,12.000000000000002
0,printPrimes,EQUIVALENT,DT,81.11888111888112,11.11111111111111,12.5,11.76470588235294
0,printPrimes,EQUIVALENT,SVM,72.16783216783217,8.49673202614379,18.055555555555554,11.555555555555555
0,printPrimes,EQUIVALENT,LR,77.2027972027972,8.256880733944955,12.5,9.94475138121547
0,printPrimes,EQUIVALENT,GNB,29.510489510489514,3.4482758620689653,22.22222222222222,5.970149253731343
0,MergeSort,EQUIVALENT,LR,79.41473259334006,8.292682926829269,51.515151515151516,14.285714285714288
0,MergeSort,EQUIVALENT,SVM,71.74571140262361,6.36042402826855,54.54545454545454,11.392405063291138
0,MergeSort,EQUIVALENT,GNB,48.03229061553986,4.868913857677903,78.78787878787878,9.171075837742505
0,MergeSort,EQUIVALENT,DT,39.15237134207871,4.617834394904459,87.87878787878788,8.774583963691375
0,MergeSort,EQUIVALENT,KNN,62.26034308779012,3.0303030303030303,33.33333333333333,5.555555555555555
0,MergeSort,EQUIVALENT,RF,81.73562058526741,1.948051948051948,9.090909090909092,3.20855614973262
0,MergeSort,EQUIVALENT,LDA,79.91927346115035,0.5952380952380952,3.0303030303030303,0.9950248756218906
0,numZero,EQUIVALENT,SVM,66.22516556291392,11.320754716981133,60.0,19.04761904761905
0,numZero,EQUIVALENT,RF,52.980132450331126,7.042253521126761,50.0,12.34567901234568
0,numZero,EQUIVALENT,KNN,70.86092715231787,7.5,30.0,12.0
0,numZero,EQUIVALENT,GNB,38.41059602649007,6.315789473684211,60.0,11.428571428571429
0,numZero,EQUIVALENT,LR,75.49668874172185,3.4482758620689653,10.0,5.128205128205129
0,numZero,EQUIVALENT,LDA,70.86092715231787,2.7777777777777777,10.0,4.347826086956522
0,numZero,EQUIVALENT,DT,67.54966887417218,2.4390243902439024,10.0,3.921568627450981
0,Heap,EQUIVALENT,RF,79.80665950590763,20.0,32.631578947368425,24.799999999999997
0,Heap,EQUIVALENT,KNN,67.3469387755102,14.814814814814813,46.31578947368421,22.448979591836736
0,Heap,EQUIVALENT,GNB,47.58324382384533,12.854442344045369,71.57894736842105,21.794871794871796
0,Heap,EQUIVALENT,SVM,81.95488721804512,18.26086956521739,22.105263157894736,20.0
0,Heap,EQUIVALENT,DT,64.12459720730398,11.57556270096463,37.89473684210527,17.733990147783253
0,Heap,EQUIVALENT,LR,71.9656283566058,8.080808080808081,16.842105263157894,10.921501706484642
0,Heap,EQUIVALENT,LDA,74.22126745435015,6.58682634730539,11.578947368421053,8.396946564885498
0,DigitReverser,EQUIVALENT,SVM,87.29838709677419,37.5,69.76744186046511,48.78048780487806
0,DigitReverser,EQUIVALENT,DT,90.92741935483872,47.72727272727273,48.837209302325576,48.275862068965516
0,DigitReverser,EQUIVALENT,LDA,86.89516129032258,32.25806451612903,46.51162790697674,38.0952380952381
0,DigitReverser,EQUIVALENT,LR,86.49193548387096,31.25,46.51162790697674,37.383177570093466
0,DigitReverser,EQUIVALENT,RF,91.12903225806451,47.368421052631575,20.930232558139537,29.03225806451613
0,DigitReverser,EQUIVALENT,KNN,81.85483870967742,17.80821917808219,30.23255813953488,22.413793103448274
0,DigitReverser,EQUIVALENT,GNB,38.50806451612903,11.011904761904761,86.04651162790698,19.525065963060683
0,jday-jdate,EQUIVALENT,LR,84.9344204182914,9.313725490196079,40.86021505376344,15.169660678642716
0,jday-jdate,EQUIVALENT,SVM,83.16199929103155,8.658008658008658,43.01075268817204,14.414414414414415
0,jday-jdate,EQUIVALENT,RF,79.3335696561503,7.465277777777778,46.236559139784944,12.855007473841557
0,jday-jdate,EQUIVALENT,KNN,88.72740163062744,8.487084870848708,24.731182795698924,12.637362637362637
0,jday-jdate,EQUIVALENT,DT,45.90570719602978,5.302557704304429,91.39784946236558,10.023584905660378
0,jday-jdate,EQUIVALENT,LDA,76.81673165544133,4.241435562805873,27.956989247311824,7.3654390934844205
0,jday-jdate,EQUIVALENT,GNB,29.812123360510455,3.4533793783917117,75.26881720430107,6.60377358490566
0,findVal,EQUIVALENT,DT,75.26315789473685,10.638297872340425,50.0,17.543859649122805
0,findVal,EQUIVALENT,SVM,63.68421052631579,7.246376811594203,50.0,12.658227848101266
0,findVal,EQUIVALENT,RF,48.94736842105264,6.9306930693069315,70.0,12.612612612612612
0,findVal,EQUIVALENT,KNN,56.84210526315789,6.097560975609756,50.0,10.869565217391303
0,findVal,EQUIVALENT,LR,58.42105263157895,2.73972602739726,20.0,4.8192771084337345
0,findVal,EQUIVALENT,GNB,44.73684210526316,2.0202020202020203,20.0,3.669724770642203
0,findVal,EQUIVALENT,LDA,52.63157894736842,1.2195121951219512,10.0,2.173913043478261
0,findLast,EQUIVALENT,LDA,61.61616161616161,8.536585365853659,87.5,15.555555555555559
0,findLast,EQUIVALENT,SVM,62.121212121212125,6.493506493506493,62.5,11.76470588235294
0,findLast,EQUIVALENT,KNN,64.14141414141415,5.633802816901409,50.0,10.126582278481013
0,findLast,EQUIVALENT,GNB,43.43434343434344,4.385964912280701,62.5,8.19672131147541
0,findLast,EQUIVALENT,LR,65.15151515151516,4.477611940298507,37.5,8.0
0,findLast,EQUIVALENT,DT,77.27272727272727,2.564102564102564,12.5,4.25531914893617
0,findLast,EQUIVALENT,RF,81.81818181818183,0.0,0.0,
0,power,EQUIVALENT,LDA,73.88059701492537,6.756756756756757,83.33333333333334,12.500000000000004
0,power,EQUIVALENT,DT,71.64179104477611,6.25,83.33333333333334,11.627906976744185
0,power,EQUIVALENT,GNB,25.37313432835821,2.912621359223301,100.0,5.660377358490567
0,power,EQUIVALENT,KNN,71.64179104477611,1.3888888888888888,16.666666666666664,2.564102564102564
0,power,EQUIVALENT,SVM,60.820895522388064,0.9900990099009901,16.666666666666664,1.8691588785046727
0,power,EQUIVALENT,LR,60.447761194029844,0.9803921568627451,16.666666666666664,1.8518518518518516
0,power,EQUIVALENT,RF,83.5820895522388,0.0,0.0,
0,twoPred,EQUIVALENT,LR,71.95121951219512,11.864406779661017,29.166666666666668,16.867469879518072
0,twoPred,EQUIVALENT,LDA,67.07317073170732,10.95890410958904,33.33333333333333,16.49484536082474
0,twoPred,EQUIVALENT,GNB,65.85365853658537,9.45945945945946,29.166666666666668,14.285714285714288
0,twoPred,EQUIVALENT,KNN,71.95121951219512,9.090909090909092,20.833333333333336,12.658227848101266
0,twoPred,EQUIVALENT,RF,73.98373983739837,8.333333333333332,16.666666666666664,11.11111111111111
0,twoPred,EQUIVALENT,DT,43.90243902439025,2.5,12.5,4.166666666666667
0,twoPred,EQUIVALENT,SVM,77.64227642276423,3.0303030303030303,4.166666666666666,3.508771929824561
0,cal,EQUIVALENT,SVM,85.40965207631874,22.68041237113402,28.57142857142857,25.287356321839077
0,cal,EQUIVALENT,LR,86.08305274971941,20.253164556962027,20.77922077922078,20.51282051282051
0,cal,EQUIVALENT,KNN,68.91133557800224,11.24031007751938,37.66233766233766,17.3134328358209
0,cal,EQUIVALENT,RF,69.6969696969697,10.612244897959183,33.76623376623377,16.149068322981368
0,cal,EQUIVALENT,DT,71.8294051627385,8.571428571428571,23.376623376623375,12.543554006968641
0,cal,EQUIVALENT,LDA,82.71604938271605,10.309278350515463,12.987012987012985,11.494252873563218
0,cal,EQUIVALENT,GNB,59.25925925925925,6.402439024390244,27.27272727272727,10.37037037037037
0,sum,EQUIVALENT,DT,65.45454545454545,14.0625,81.81818181818183,24.000000000000004
0,sum,EQUIVALENT,KNN,61.212121212121204,13.698630136986301,90.9090909090909,23.809523809523807
0,sum,EQUIVALENT,RF,70.9090909090909,13.725490196078432,63.63636363636363,22.580645161290324
0,sum,EQUIVALENT,LDA,53.333333333333336,8.75,63.63636363636363,15.384615384615383
0,sum,EQUIVALENT,LR,52.121212121212125,6.41025641025641,45.45454545454545,11.235955056179773
0,sum,EQUIVALENT,SVM,51.515151515151516,6.329113924050633,45.45454545454545,11.111111111111112
0,sum,EQUIVALENT,GNB,30.303030303030305,5.932203389830509,63.63636363636363,10.852713178294575
0,trashAndTakeOut,EQUIVALENT,KNN,68.61435726210351,8.290155440414509,59.25925925925925,14.545454545454545
0,trashAndTakeOut,EQUIVALENT,SVM,68.61435726210351,5.027932960893855,33.33333333333333,8.737864077669903
0,trashAndTakeOut,EQUIVALENT,LDA,71.45242070116862,4.430379746835443,25.925925925925924,7.567567567567567
0,trashAndTakeOut,EQUIVALENT,GNB,43.906510851419036,3.6036036036036037,44.44444444444444,6.666666666666667
0,trashAndTakeOut,EQUIVALENT,LR,72.45409015025042,2.73972602739726,14.814814814814813,4.624277456647398
0,trashAndTakeOut,EQUIVALENT,RF,77.62938230383973,2.6548672566371683,11.11111111111111,4.2857142857142865
0,trashAndTakeOut,EQUIVALENT,DT,68.61435726210351,1.7964071856287425,11.11111111111111,3.092783505154639
0,tcas,EQUIVALENT,GNB,38.66459627329192,22.174226061915046,74.75728155339806,34.20322043309273
0,tcas,EQUIVALENT,KNN,49.68944099378882,21.774193548387096,52.42718446601942,30.76923076923077
0,tcas,EQUIVALENT,LDA,48.395445134575574,19.751809720785936,46.359223300970875,27.701232777374912
0,tcas,EQUIVALENT,RF,57.71221532091098,21.19487908961593,36.16504854368932,26.726457399103136
0,tcas,EQUIVALENT,DT,60.24844720496895,21.656050955414013,33.00970873786408,26.153846153846157
0,tcas,EQUIVALENT,SVM,67.33954451345755,25.05694760820046,26.699029126213592,25.851938895417153
0,tcas,EQUIVALENT,LR,55.38302277432712,19.839142091152816,35.92233009708738,25.561312607944732
0,date-plus,EQUIVALENT,SVM,84.95024875621891,26.405867970660147,63.52941176470588,37.30569948186528
0,date-plus,EQUIVALENT,LDA,71.97346600331676,15.994623655913978,70.0,26.039387308533918
0,date-plus,EQUIVALENT,LR,81.0530679933665,16.859122401847575,42.94117647058823,24.212271973466002
0,date-plus,EQUIVALENT,RF,89.17910447761194,17.26618705035971,14.117647058823529,15.533980582524274
0,date-plus,EQUIVALENT,DT,88.84742951907131,15.862068965517242,13.529411764705882,14.603174603174605
0,date-plus,EQUIVALENT,GNB,54.850746268656714,8.113035551504103,52.352941176470594,14.048934490923443
0,date-plus,EQUIVALENT,KNN,73.79767827529021,8.0,25.882352941176475,12.222222222222221
0,oddOrPos,EQUIVALENT,GNB,47.091412742382275,18.974358974358974,52.85714285714286,27.92452830188679
0,oddOrPos,EQUIVALENT,KNN,67.31301939058172,21.428571428571427,25.71428571428571,23.376623376623375
0,oddOrPos,EQUIVALENT,SVM,68.14404432132964,19.17808219178082,20.0,19.58041958041958
0,oddOrPos,EQUIVALENT,DT,71.19113573407202,16.0,11.428571428571429,13.333333333333334
0,oddOrPos,EQUIVALENT,LR,68.42105263157895,13.333333333333334,11.428571428571429,12.307692307692307
0,oddOrPos,EQUIVALENT,LDA,71.19113573407202,13.043478260869565,8.571428571428571,10.344827586206899
0,oddOrPos,EQUIVALENT,RF,78.39335180055402,10.0,1.4285714285714286,2.5
